G,age,job,X1,X2,D
M,28.887018901160033,E,0.584,0.285,Y
M,35.12771591549274,E,1.455,0.091,Y
F,41.55860141914819,E,-0.537,0.008,N
M,22.008493007522553,E,0.977,1.142,N
M,28.870646129350952,E,0.551,-0.206,Y
M,32.99776510970322,F,1.201,0.146,N
M,31.38154227992599,E,0.489,-0.162,N
M,29.140718959841262,E,2.185,-1.119,Y
F,47.211590679967784,F,-1.375,0.055,N
F,42.53967792758512,F,-0.187,0.096,N
F,41.248372674757896,E,-0.551,0.191,N
F,43.23427748271155,F,0.225,-0.245,Y
M,27.672637664083055,E,1.068,1.077,N
M,26.758064142983354,E,1.378,0.777,Y
F,44.48173298139058,E,0.418,-2.003,N
F,48.95615332269168,F,-1.054,-1.388,Y
M,28.99675387886953,E,2.204,1.817,Y
F,42.08772784580098,E,-0.104,-1.344,Y
M,28.299251897824476,E,0.598,-0.191,N
F,44.29052076054347,E,0.145,-0.254,Y
F,46.76247484889856,E,1.51,-0.433,Y
M,32.4628997204507,E,0.429,-0.504,Y
M,35.586370955848736,E,1.116,-1.193,Y
M,28.213908306335973,E,1.26,0.888,N
M,31.60440334996108,E,0.031,1.38,N
M,29.406255663857653,E,0.362,-0.806,N
M,26.827950127917326,F,1.1,0.63,Y
F,45.00637773137731,F,-0.436,-1.456,N
M,23.014326996931732,E,2.04,-0.241,Y
F,43.76047847443582,F,-1.299,-1.124,Y
M,29.717629198299697,F,0.901,-0.843,N
M,29.12465768692884,E,1.287,-0.611,Y
F,42.66531509235768,F,-0.928,-0.321,Y
M,31.51210216490116,F,0.717,1.791,Y
F,43.333090469444315,E,-0.183,-0.295,N
M,27.291457600768304,E,0.651,-1.1,Y
M,29.963669781065793,E,1.835,-0.028,Y
M,28.92176422357201,E,0.696,1.52,Y
F,47.91573685226186,F,0.259,0.439,Y
M,31.438279535276546,F,0.574,-0.072,Y
F,48.511742152859355,E,-1.695,-1.222,Y
M,27.299269759802343,F,-0.717,-1.155,Y
M,28.31059083713833,F,1.238,-0.513,Y
M,29.498071945195377,E,1.001,0.508,N
F,46.19742060143588,E,0.645,-1.599,Y
M,35.130997418961705,E,1.001,0.641,Y
M,22.393103532560936,E,1.892,1.226,N
M,26.942940326440876,E,0.555,-0.552,N
F,47.231843165666646,F,1.076,0.538,Y
F,45.68582572341242,E,-1.695,0.957,N
M,24.13743228998023,F,1.293,-1.15,N
M,25.850809714180002,F,0.363,0.46,Y
F,41.31493322122503,F,-0.915,0.326,N
F,43.30044808245048,F,0.275,-2.555,N
M,28.434215841504827,F,-0.255,0.054,Y
F,46.93091606131051,F,1.242,0.996,N
F,49.63295789358674,E,1.485,-2.389,N
F,45.896016680235064,F,0.658,-0.304,N
F,45.010783446377225,E,-0.494,-0.268,Y
F,43.54484472105845,F,0.858,-0.891,N
F,42.76191254173363,F,-2.526,-0.094,Y
M,29.487745337006377,F,0.688,0.561,N
M,28.826562665858283,F,1.025,0.743,Y
F,48.85515504157881,F,0.264,-0.617,N
M,34.68220065914132,E,1.099,1.462,Y
F,41.56301282453481,E,-0.211,-0.49,Y
M,23.47030558675742,F,0.233,-1.678,Y
F,42.114650665440664,F,0.867,0.928,Y
F,38.709323977556494,F,0.686,-0.335,N
M,32.83070122063129,F,0.443,-0.288,Y
F,47.56450016365324,F,0.256,0.25,Y
M,32.518346356228456,E,1.444,-0.834,Y
M,32.41167090108306,F,1.408,1.07,Y
M,32.118418803585165,E,1.734,-0.876,Y
M,34.142565318972814,F,0.367,0.88,N
M,30.56265569349715,E,0.479,-0.441,N
F,46.2586191682713,E,-0.573,-1.448,Y
F,44.296826458816085,F,1.547,0.321,N
F,47.34650264348641,E,1.018,-0.666,Y
F,37.392316758831114,F,-1.355,-0.004,N
F,47.34811719296942,F,1.508,0.26,Y
M,32.447543358029826,F,-0.062,-1.399,Y
F,50.71426789277691,E,-0.433,0.022,Y
M,25.62130123667972,E,0.488,-0.317,Y
F,45.59451282325838,F,-1.265,1.41,Y
F,44.39615883488222,F,1.836,-0.859,Y
F,40.20154789143036,E,-0.949,0.382,Y
F,48.934939413421866,F,0.785,0.512,Y
M,31.399251580549205,E,0.929,0.58,Y
M,32.36690740755051,F,0.351,-0.797,Y
F,39.19419299918079,E,-0.625,-1.079,Y
M,26.533657886851216,F,0.616,-0.546,Y
M,28.35524885942927,F,1.208,-1.44,N
M,28.49041704281377,F,1.529,0.937,Y
F,38.29157757252213,F,-0.176,-0.625,Y
M,27.496887938664567,E,1.524,-0.733,Y
M,29.46629813756404,E,1.116,1.735,N
M,28.766990254926764,F,1.277,-0.704,N
M,30.915788951710432,E,0.264,-0.862,Y
F,43.88965623675906,F,1.597,0.278,N
M,25.73477896109648,E,2.213,1.83,N
M,29.705832452417905,E,0.35,-1.35,Y
M,31.168958729093525,E,0.635,0.168,Y
F,43.75790271023197,F,0.387,1.659,N
M,30.47831215091805,E,1.248,-1.473,Y
F,54.31285810675689,E,0.601,0.241,Y
F,50.15077453338358,F,-0.273,-0.088,N
F,43.9045282911315,F,1.011,0.855,Y
M,26.778378675523854,F,0.745,-1.16,Y
F,45.42583870809571,F,-0.935,-0.067,Y
F,44.55504998084187,F,0.011,0.216,Y
M,29.174718339740743,F,0.231,-1.993,N
M,32.58373505608291,F,0.149,0.005,Y
M,30.233230159380764,F,0.59,-0.244,Y
M,31.89171562939697,F,1.061,1.742,Y
M,30.473267422503746,E,0.498,0.262,Y
M,38.60166469197174,E,1.038,0.613,Y
F,39.896767231190616,E,-0.717,-0.684,Y
M,34.816166224140225,E,0.933,-0.393,Y
M,22.45791645634176,F,1.278,0.496,Y
M,32.89889443042606,E,0.265,-0.416,Y
F,41.56988169681415,E,1.164,-1.802,Y
M,30.580413439835084,F,1.331,0.535,N
F,50.84641732574427,F,1.27,-0.446,Y
M,31.261581565403713,F,1.414,-1.013,N
M,32.82063566993685,F,1.57,1.618,Y
M,33.894347082171116,E,1.386,1.891,Y
F,44.92595801256365,E,-0.019,1.436,Y
F,42.63397641662021,F,-0.08,0.495,Y
F,45.47053195110832,E,-0.703,0.303,N
M,31.385546127629404,E,0.764,0.604,Y
M,31.213221098571996,F,1.62,0.648,N
M,34.89879678636986,E,0.768,-0.204,N
F,42.70234118889433,F,-0.09,0.478,Y
M,33.08384009400494,E,0.448,0.842,Y
F,40.93714517364697,F,1.598,1.672,Y
M,36.654018481886276,E,0.94,-0.857,N
F,45.71864993730987,F,-0.838,-0.5,Y
M,26.429262636192597,F,1.914,-0.079,N
F,44.110350206315914,E,0.38,2.619,N
M,27.661759087202093,E,1.753,0.017,N
M,21.8276590995956,E,0.652,0.803,N
F,41.27911347542843,F,0.38,1.921,N
F,48.07120861565676,F,0.308,0.604,Y
M,26.078705338018462,E,0.115,-1.623,Y
F,47.1458304642632,E,0.857,-1.54,Y
F,47.46847922252535,F,0.045,1.216,Y
F,47.94411263672766,F,-0.899,-0.049,Y
M,30.72986267279963,E,1.129,0.67,Y
M,26.98892092566046,E,0.718,-2.079,N
M,26.657668855439198,E,0.7,0.24,N
M,30.031953179343976,E,1.337,-0.166,Y
F,49.081903099305855,F,-0.52,0.487,Y
M,32.66717619205781,E,1.642,1.664,N
F,41.738386119094734,E,-0.257,-0.719,Y
F,40.63061788310236,E,0.667,-2.396,N
M,29.819523144231376,E,2.028,1.733,Y
F,46.29591007656667,F,0.697,-0.535,N
M,32.2858599326753,F,0.715,-0.073,N
F,44.48789562141328,F,0.437,-0.295,N
M,29.64330934936413,F,0.897,-1.477,Y
M,25.697602019707315,E,0.49,0.483,Y
F,50.3631740942205,E,-1.905,0.368,N
M,29.6777157481678,F,1.134,0.982,Y
M,33.43342933213754,E,2.51,0.564,N
M,29.389483272822154,F,2.069,-0.051,N
M,31.622361827955693,E,2.028,0.304,Y
F,45.640888658533015,F,-1.639,0.976,Y
M,32.4724589049513,E,-0.125,-0.205,N
M,28.116555352603527,E,0.509,0.06,Y
M,30.613188582407258,F,0.379,-0.023,Y
M,29.22170630233994,E,0.429,0.456,Y
F,44.06620752106953,E,-0.381,-0.748,Y
F,48.4863862920722,E,0.809,0.439,Y
M,31.397444465708308,F,1.198,1.577,N
M,26.27320295428924,F,1.373,1.263,N
F,44.576137525194056,F,-2.366,0.565,Y
M,28.811452396541476,E,1.363,1.528,Y
M,30.368580825138007,E,1.065,0.015,N
F,41.404542825306045,E,0.626,-0.831,Y
F,48.07466696375392,E,-0.744,-0.049,N
M,30.537431860851008,E,1.232,-0.425,N
F,41.36413285187431,F,-0.776,1.236,N
M,28.236193030518525,F,-0.773,0.087,N
F,52.692416848420265,E,0.476,0.423,Y
F,51.41962442934348,E,-0.901,0.072,Y
F,46.003131537155824,F,0.015,-0.093,N
M,33.29526713199935,F,1.636,-0.552,Y
M,34.41771046058879,F,1.237,-0.536,N
F,40.61698280527275,F,0.961,-0.507,Y
F,47.136590780290746,E,-0.287,0.112,N
M,29.339709308195957,E,-1.117,-1.13,Y
M,30.131589736370398,E,1.884,-0.737,N
M,28.846424582569753,E,0.171,0.893,Y
M,25.627638054581364,E,0.268,-0.664,Y
F,45.10345139898808,E,0.696,0.456,Y
F,39.529117654115666,E,0.495,-0.64,Y
M,28.064570533524098,E,0.677,-0.304,N
M,33.6867954449187,E,-0.162,-1.199,Y
M,32.482002862102156,F,2.113,-0.507,N
M,28.313290593278367,F,0.979,0.582,Y
M,34.33292948879648,E,0.292,0.971,Y
F,43.08239735785048,F,-0.931,-0.598,Y
F,42.126521498633224,E,1.073,0.015,Y
F,52.225441835961604,E,-0.236,-2.492,Y
F,47.17661413669998,F,0.237,-2.094,Y
M,32.09468239421603,E,0.587,1.247,N
M,32.81093737248908,F,1.604,-1.971,Y
F,46.721461280665615,E,-0.218,-1.377,Y
F,42.70253975180953,F,1.766,0.181,Y
F,42.82768349772935,F,0.209,1.275,N
F,46.062238676050946,F,1.583,-0.649,N
M,31.544757913131477,F,0.886,2.547,Y
F,47.91410414278683,F,-0.631,-1.341,N
M,29.653308432209148,E,-0.246,0.196,Y
F,50.843785030011404,F,-0.559,1.736,N
M,25.80949663436783,E,0.276,0.138,Y
M,36.103625877062186,F,1.027,-0.216,N
F,49.437592974917166,F,0.473,1.434,Y
F,46.03377872324038,F,-0.192,-1.167,Y
M,30.970541286778392,E,0.988,2.281,Y
F,44.22480951233851,F,0.219,0.727,N
M,27.416478368456296,E,0.312,-1.641,Y
F,43.57794489228158,E,-2.528,-1.761,N
M,31.28547910512752,E,-1.092,1.248,Y
F,52.08569370352264,F,0.625,-0.707,N
F,47.80001221427625,F,0.995,0.456,N
F,40.44584934559045,E,0.99,1.011,Y
F,41.84489918025036,F,2.019,0.629,Y
M,32.973905495820965,E,1.3,-0.255,N
F,45.08753224955448,F,0.802,0.808,N
F,41.74372555490417,F,-0.287,0.993,Y
M,26.96676019669545,E,1.191,-0.709,Y
M,26.23357857515091,E,0.504,2.479,Y
F,50.55142701454861,F,0.361,-0.106,Y
F,44.85518589375574,F,-0.367,1.463,Y
M,29.95137360918755,F,2.339,-1.151,Y
F,43.91722223585802,E,2.428,2.282,Y
F,43.09484732404846,F,1.557,0.198,N
M,25.232517254700944,E,1.573,-2.039,Y
F,46.001891676101344,F,-0.48,0.462,Y
F,49.107705385713615,F,-1.807,-0.453,Y
F,43.91285544146036,F,1.323,-0.303,N
F,46.138612132922816,E,-1.47,0.625,N
M,33.62848061857578,F,0.666,-0.996,Y
F,47.61728936764146,E,-0.111,0.185,Y
F,42.486423701721144,E,-0.163,0.199,N
F,43.98337226316488,F,0.737,1.397,Y
M,30.474173340207635,E,1.049,-2.188,N
F,50.3490114870757,F,0.139,-3.526,N
F,48.93478507802629,F,-0.572,-0.35,Y
M,29.64670071550455,E,1.138,0.161,N
M,24.034046824754064,E,1.349,0.591,Y
F,44.793577333473074,E,0.867,0.698,Y
M,27.31708642912305,E,1.028,-0.409,N
F,47.89599265677758,F,-0.875,0.106,Y
F,42.213983098969855,F,0.375,1.537,N
M,27.860120644470754,E,0.919,-1.219,N
F,45.2269060899497,F,-0.476,-0.141,Y
F,44.701587818300354,F,1.797,-0.373,N
M,27.213985527166194,E,0.823,-1.042,Y
F,49.78745081869097,F,-1.346,-0.106,Y
F,41.63129194529969,F,-0.253,-1.822,Y
F,35.29431581443911,E,-0.017,0.692,Y
F,39.550274631172286,F,-0.858,0.047,Y
F,45.678432374628784,F,-0.818,2.025,N
M,29.759133850792313,E,0.144,1.84,Y
F,39.774357271057994,F,-1.896,-0.532,Y
F,39.1209836395689,E,-0.546,1.804,N
M,30.020379805182017,F,0.768,-0.989,N
F,49.564810765628735,F,0.418,-0.787,N
F,46.38757371011059,E,-0.803,-0.96,Y
M,27.37684710550271,F,0.912,1.557,N
F,46.4091971838071,F,0.367,-0.005,N
M,27.376054177612595,E,0.695,1.601,Y
M,22.77540848605137,E,0.545,-0.147,N
F,45.96991556154999,E,-0.367,1.216,N
M,30.754195561281925,E,0.704,0.436,Y
M,32.94516863812248,F,0.214,0.032,N
F,47.33469151552223,E,1.566,0.729,Y
M,29.91340562152419,E,1.351,-0.57,Y
M,32.4186686040633,E,-0.08,-0.184,Y
M,27.369847992894677,E,2.189,-0.089,Y
F,40.53847782965261,E,0.945,0.452,N
F,39.31334312768246,F,0.793,1.467,N
M,27.792227955763238,F,0.911,-0.252,Y
F,46.91919247740896,E,-0.341,0.466,N
M,32.68852740738782,F,1.788,1.443,N
M,27.309213257171983,F,1.539,-2.743,N
F,46.38623811888742,F,0.719,0.387,Y
F,46.975937828550165,F,2.061,-2.013,Y
F,47.763656938451795,F,-1.143,1.687,N
F,46.20383748694486,F,-0.672,0.751,Y
F,41.95330045708733,F,0.424,1.017,Y
M,29.66691303074683,F,0.811,-0.249,Y
M,26.678076582404266,E,0.915,0.759,N
F,41.150499924703226,F,1.112,0.576,N
M,34.6517445474251,F,1.145,1.235,Y
F,47.109423727088526,F,-0.174,0.898,Y
F,45.08139256326692,E,-0.69,1.297,N
F,42.087099599757444,F,0.49,-0.657,N
M,28.30051414729592,E,1.419,1.467,N
M,29.882851727358187,E,0.513,0.785,Y
F,47.85111112256679,F,-0.793,0.376,Y
M,31.974196203722016,E,0.074,0.619,Y
F,44.984141575459454,F,0.66,0.327,N
F,47.651093054988515,F,1.159,-0.368,Y
F,42.923744240063506,E,-0.647,-0.027,N
M,35.78256729431679,F,0.397,-0.241,N
F,46.83064860065508,F,0.253,-0.747,N
M,22.670526353484462,F,0.127,0.624,N
F,43.147368082305555,F,-0.47,2.185,N
F,43.92363210915527,F,0.638,1.121,Y
M,35.44289343618497,E,1.046,2.0,N
M,29.87235616156175,E,1.896,-1.573,Y
F,44.99819106676311,F,-0.004,-0.018,N
M,33.11081190043976,F,0.698,-0.809,Y
F,48.70132109501762,E,1.956,0.95,N
M,23.501341126769546,E,1.238,-1.074,Y
M,31.89444145610518,E,1.137,0.99,Y
F,40.87066467757655,E,0.298,1.474,N
F,44.67323233372317,F,-0.245,0.113,N
M,28.951103547833863,E,0.171,0.373,N
F,47.85884230451426,E,0.002,-0.502,N
F,54.34895377447528,E,-0.568,0.683,N
M,24.98855189342494,E,0.994,0.32,Y
M,31.5719566765767,E,0.829,0.243,Y
F,49.00237985969327,F,0.408,-0.804,N
F,44.42439133377715,E,-0.403,0.228,N
F,42.982770663857856,E,-1.667,-0.657,N
F,50.57889586719803,F,1.108,1.879,N
M,28.882066695309028,F,1.83,-0.728,N
M,28.76524227221734,E,1.592,0.524,Y
M,30.259065329199885,F,0.148,0.372,Y
F,43.43136739929225,F,0.899,0.768,N
M,32.024175430053894,E,1.358,0.729,Y
M,26.353007172205302,E,1.894,-1.645,Y
F,42.7212145020965,F,0.548,-1.356,N
M,28.72722752047779,F,0.568,-0.952,Y
F,47.348493972720576,E,-0.732,0.726,Y
F,47.11695500896789,F,-0.761,-0.25,N
M,34.53718645289663,E,2.664,-0.334,Y
F,44.03056350742375,F,0.323,-0.104,Y
F,46.163435583163725,F,-0.097,-1.56,Y
F,49.01025598724167,F,0.491,-0.053,Y
F,45.20697964326072,F,-0.399,1.227,Y
M,32.6391382441525,E,2.122,-1.978,Y
M,26.47200048608748,E,1.605,-1.284,N
M,32.68052890958996,E,0.886,1.098,N
M,30.754428581531375,E,2.086,-0.081,Y
F,43.53400721089902,E,-0.019,-0.125,N
M,26.37680642783871,F,1.321,1.224,Y
F,44.940704634080724,F,0.504,0.816,N
F,46.70356975878974,E,-0.27,1.173,N
F,45.80596334978507,F,0.783,-0.486,Y
M,29.710407605293195,E,0.978,2.065,Y
F,48.37882702192397,F,-1.536,-1.062,Y
M,33.43174631762126,E,1.123,0.499,Y
M,27.345557549510133,F,0.596,0.188,Y
F,44.427723474458475,F,-1.203,-0.161,Y
F,43.75902522311024,F,1.013,0.298,N
M,30.45882685330657,E,0.298,-1.725,Y
F,44.81434755858279,E,0.619,-1.282,Y
F,47.17080898346386,F,-0.501,-0.545,N
F,41.705640628244375,F,-0.095,-0.671,N
M,30.93711180839172,E,1.368,0.487,N
F,54.33123527864885,F,1.491,1.301,Y
F,38.91240002926737,E,-0.034,-0.057,Y
M,29.54666509224331,E,0.475,1.085,N
F,41.24835735814738,E,-0.101,0.216,N
M,30.59028837750735,F,1.976,-0.864,Y
F,48.03408982077702,E,2.718,0.003,N
M,31.003859399987746,E,-0.178,-0.4,Y
M,34.59587463319062,F,0.548,0.871,Y
F,46.793213218248326,F,0.221,1.049,N
M,34.14115730168508,F,-0.139,1.212,Y
M,30.421530735807806,E,-0.62,1.081,Y
M,26.944322505184147,E,0.884,0.089,Y
M,31.1376773048593,E,0.64,0.366,Y
F,45.5068442140299,F,1.326,0.627,N
M,30.655140345185227,F,0.493,-0.721,N
F,47.68678835841233,F,-0.677,-0.095,N
M,27.720090651665046,E,0.721,2.594,Y
M,30.376108603504488,E,1.989,-0.647,N
M,27.61408470366488,E,1.292,-0.089,N
M,32.76484794369766,E,1.66,-1.169,N
F,42.887066019436276,F,0.899,-0.776,Y
F,46.06992358174646,F,0.205,-0.189,Y
M,26.239637059485197,F,0.795,0.461,N
F,44.93446468010265,E,-1.487,-0.113,N
F,46.13872636652141,E,-0.022,-1.058,Y
F,48.4228124789917,E,-0.61,-0.366,Y
M,31.38851018683266,E,0.931,-0.934,N
M,32.110237249657764,E,2.007,1.411,N
M,29.389823589117576,E,-0.094,0.366,Y
F,44.85724876052584,E,-0.399,-0.18,N
M,28.55295095969598,E,1.867,-0.829,Y
F,45.84971057391725,F,0.125,-0.459,Y
F,46.71209847347178,E,-1.802,-0.535,N
F,46.77203367199749,F,0.423,0.193,Y
F,46.46547262193815,E,-0.283,-0.169,Y
F,49.10402404948383,E,0.209,-1.099,N
M,29.269799824384403,E,-0.318,1.721,Y
F,50.414379162109505,F,0.279,-0.995,Y
F,45.785597219120795,F,0.891,0.007,N
F,42.664079135214614,F,0.476,0.218,N
M,31.044916678527056,F,1.79,-0.529,Y
M,29.81720213122689,F,0.427,-1.248,Y
F,44.90328872979797,E,0.692,-0.422,Y
M,32.97663129103898,E,0.61,-0.81,Y
M,28.10743300166497,F,0.879,1.572,N
M,26.899845208270065,E,1.512,0.787,Y
M,30.654657212087887,E,0.868,-1.723,N
F,42.928638829830255,F,-0.8,0.581,N
M,30.417475929790236,F,1.123,0.106,N
F,47.49826853191234,F,-2.333,-0.534,Y
M,25.671145597615418,F,1.759,-2.165,Y
F,47.96636949398712,F,-0.005,0.458,Y
F,46.53285513128611,F,-0.691,-0.558,Y
F,45.76950767084925,F,0.195,-0.817,Y
F,40.47571291641111,E,1.153,-0.341,N
M,26.624957341342324,E,1.444,0.06,Y
F,42.60587707705739,E,-0.417,-1.512,Y
F,43.49788482536258,F,-0.499,1.177,N
M,30.255414542205372,F,0.688,-0.243,Y
M,34.09730356910039,E,1.337,-0.886,Y
M,31.67626941146396,F,0.293,0.2,Y
M,28.657186798361668,F,0.961,0.062,N
M,28.10027255030601,F,0.37,-2.279,Y
F,49.35441570996357,F,1.515,-1.724,Y
F,46.309217604682125,F,-0.401,-0.366,N
M,33.2500672188654,F,0.639,-1.579,N
M,27.391559271443082,E,0.747,-0.928,Y
F,45.81305557198662,F,-0.888,-1.827,Y
M,27.755763187877328,E,0.911,-0.898,Y
M,29.519325384172422,E,1.856,0.284,Y
F,43.03024749565963,E,0.316,1.921,N
F,44.55697079359896,E,0.117,-0.158,Y
F,44.38555056605102,E,-1.049,-0.532,Y
M,25.673635997349056,E,1.566,-1.626,N
M,26.31913233671026,E,1.579,0.015,Y
F,46.36238415724383,F,-1.424,-0.911,Y
F,45.42345092200478,F,0.053,-0.165,Y
F,42.4332709252043,E,0.842,-0.431,N
F,43.32943657434423,E,-2.381,-0.606,Y
M,31.463504088551627,E,1.221,-0.803,N
M,34.1528196883346,E,2.437,1.309,N
F,47.6347315867357,F,-0.133,-1.216,N
M,29.36156048463349,E,1.676,-0.052,Y
F,45.295074725571546,E,0.311,-0.671,Y
F,41.806186702766134,E,-0.028,-0.735,Y
M,31.31883650722167,E,1.12,1.413,N
M,31.369924279192965,F,0.545,1.117,Y
M,29.367344778666844,E,2.039,-1.188,N
F,43.4760199806919,F,0.822,0.235,Y
F,45.16657485627627,F,0.525,-0.224,N
F,46.86711040091699,F,-0.941,0.246,Y
M,31.326536543148837,E,1.177,0.112,N
F,49.54752561935759,F,-1.431,0.234,N
M,29.338555843652724,E,1.312,-0.524,Y
F,45.44445574737797,E,-1.339,-2.144,Y
M,32.673851684205935,F,-0.541,-0.243,Y
F,44.50135233399689,F,-0.656,-1.246,Y
F,47.5026432664662,E,1.691,0.468,Y
F,46.771861282141955,E,-1.032,-0.753,Y
F,46.96882336498556,F,0.011,0.562,N
F,42.94606241878563,F,-0.427,1.337,N
M,35.077901800492164,E,1.125,0.729,N
F,40.394093334836306,E,1.102,1.796,Y
M,29.496417682223043,E,0.116,0.293,N
M,32.989217547984445,E,2.412,0.722,N
F,41.36043211923502,E,-0.755,0.939,Y
F,48.75120180905119,E,-0.45,-0.609,Y
M,27.080582484906657,E,0.911,0.512,Y
F,40.298252666955285,F,-0.917,1.671,Y
M,34.075248904308424,E,0.619,1.754,Y
M,28.406275138448784,F,1.287,1.213,Y
F,42.061114823266806,F,-1.69,0.894,Y
M,34.46329060107665,E,0.221,-0.888,N
M,25.873852683181095,E,1.214,-1.363,Y
F,43.33676614145338,E,1.594,-0.212,N
F,45.46641245757848,E,-1.409,-0.61,Y
F,42.97973873221079,F,2.661,-0.169,N
M,28.56287025236923,E,1.783,0.164,Y
F,50.061800407843386,F,0.239,-0.142,N
M,36.00234369226052,F,1.323,0.352,Y
M,34.09585387101703,E,0.872,-1.025,N
F,42.858977158429255,E,-1.91,0.098,Y
M,29.89149198383923,E,0.787,-0.197,N
M,30.13420949927986,E,0.579,0.753,N
F,45.187733469680985,E,0.169,0.088,N
M,30.35584569493021,E,1.27,-0.466,Y
M,30.544395716125283,E,0.986,-0.485,N
M,30.734832024851126,E,1.083,1.048,Y
M,33.18485353639508,F,1.38,-2.152,N
F,48.674201053257036,F,0.03,0.413,Y
M,36.55796489839899,F,0.464,0.235,Y
F,40.09297722297245,E,2.205,0.867,Y
F,46.83188390720164,F,0.765,-0.086,N
M,25.161282675850245,F,1.999,-1.362,N
F,42.02348912904017,E,-0.65,0.352,N
M,34.89446656142886,F,1.555,0.685,N
F,44.49755624709742,F,0.647,-0.314,N
F,43.374194979284795,E,0.137,0.188,Y
F,44.49163921904021,F,2.145,0.41,Y
F,46.86123925212061,E,-0.468,0.568,Y
M,32.37155691615284,E,0.739,0.569,Y
M,26.57848603620585,F,0.413,1.62,Y
M,30.906808778985297,F,1.342,-0.16,Y
F,42.335382036040606,F,-0.426,-0.107,N
M,28.58758925841769,E,2.417,-1.154,Y
F,42.733906150944954,F,0.891,0.611,N
M,34.79144979981632,E,0.676,-0.715,Y
M,28.85192043143948,E,0.67,-1.726,Y
M,25.90409825517132,F,1.4,0.798,N
M,30.706177900654186,E,0.851,-0.727,Y
F,47.22085437155637,E,0.065,0.168,Y
F,49.110325873064056,F,-1.056,-0.835,Y
M,29.308762158174495,E,1.593,1.248,Y
M,28.874446047102243,E,0.353,-0.911,N
F,47.94853860204767,E,-3.007,-1.516,N
M,26.29073820091125,F,1.611,-0.156,N
F,47.750862382350284,F,-0.317,-0.339,Y
F,46.111639477584234,E,1.318,-0.159,Y
F,46.69099465978473,F,0.777,-0.183,Y
M,31.84783750677592,F,0.736,-0.544,Y
F,42.13987894698313,F,-0.998,1.398,N
F,45.6464274485168,E,1.302,1.042,Y
F,41.42864639023404,E,0.581,-0.243,Y
M,33.391954167360886,E,0.859,2.946,Y
M,28.158642294534605,E,1.326,-1.071,Y
F,48.914323892812966,E,1.689,-1.291,Y
M,30.915061231413038,F,0.33,0.463,Y
F,41.82322748965836,E,-1.057,1.032,Y
F,41.73484598669888,F,0.633,-0.194,N
M,27.150560798861722,E,0.844,0.406,N
F,43.37181228457957,F,1.199,0.818,Y
F,46.321371128011926,F,0.228,-0.65,Y
F,38.52102193755498,E,0.765,1.245,N
M,26.870153431455954,F,0.558,0.3,N
F,43.930219841810846,E,0.012,1.168,Y
F,49.75551695449852,E,-0.124,-0.633,Y
M,29.183471601608737,F,0.748,-0.997,Y
M,29.511125655632046,F,1.385,1.096,Y
M,24.763815187531115,F,1.912,1.391,Y
F,44.70415442170648,E,-0.142,-0.214,Y
M,26.55286118174473,E,0.983,0.003,Y
M,32.46027787438186,E,2.709,0.053,Y
F,51.858834518116126,F,0.313,0.303,Y
F,46.85778166929148,E,1.258,0.517,N
F,41.51692756319339,F,-0.018,-0.01,Y
M,32.04796082282282,E,0.795,-0.095,Y
M,27.265876125787145,F,1.796,0.294,N
F,43.99074642861622,F,-0.127,1.314,Y
M,30.436112911314837,F,0.506,0.486,N
M,33.94439044650295,E,1.308,-0.899,Y
M,30.332549485918165,E,0.298,-0.719,Y
F,46.89312201218182,E,-0.073,-0.159,N
M,30.210365667388853,E,0.993,0.484,Y
F,46.95615831094817,E,0.608,-1.103,Y
F,44.67507111167037,E,-1.462,0.085,Y
M,33.88384709946879,E,1.264,0.569,Y
F,40.46554657456683,E,-0.252,0.268,N
F,42.592284908056925,E,-0.555,0.481,N
M,26.48067530362603,F,1.191,-0.713,Y
F,42.807622058742,F,0.884,0.201,N
F,41.90322941481533,E,0.948,-0.834,Y
F,46.56337760054612,F,-1.773,-0.72,N
F,42.9413517221846,E,-0.34,0.524,N
M,29.884851973124103,E,1.764,0.011,Y
M,28.307972840106984,E,1.288,0.443,Y
F,42.606375423959456,E,1.109,0.474,Y
M,30.31684405540709,F,0.64,-0.538,Y
F,40.8629471694661,E,0.015,1.653,N
F,41.55591820611138,E,0.808,-0.294,N
F,39.73791013390351,E,0.144,-0.49,N
F,42.78552058036331,E,0.484,1.274,N
M,29.75989647879965,F,1.283,1.181,N
M,33.66795704275426,E,-0.314,-0.198,Y
F,42.354742307707625,F,0.083,0.484,Y
M,35.00305344024744,E,1.075,-2.374,N
M,29.597822062433803,F,1.562,0.29,Y
M,31.371341117199993,F,1.027,0.608,Y
M,30.535716686652854,F,0.986,-1.62,Y
M,31.81029278217189,F,1.404,1.314,Y
F,50.78663047427449,E,-0.675,0.634,N
M,34.48616856579656,E,1.458,-0.419,N
M,26.90846951653326,E,0.591,-0.489,Y
F,43.67321322151567,F,0.577,0.607,Y
F,46.35887605060528,F,2.381,0.951,N
F,41.63746206486169,F,-0.888,-0.64,Y
M,31.237027201136645,F,0.974,1.498,N
F,44.76350609610837,F,-1.582,-2.187,Y
M,26.839743768986207,F,0.618,-0.925,Y
M,31.089097907793427,E,1.652,-1.696,Y
F,48.07905016406048,E,0.877,1.554,Y
M,27.0176977894941,E,2.19,1.108,Y
M,35.06785098556456,F,1.328,0.41,Y
