G,age,job,X1,X2,D
F,50.11238039503451,E,0.054,1.395,N
M,34.4672493547021,F,1.683,-0.388,N
F,41.87538569471197,F,-1.034,0.599,Y
F,45.46187261015448,E,-0.892,1.203,N
F,43.777064106872906,F,-1.021,1.238,Y
F,47.72611045271173,F,-1.225,0.111,Y
M,26.924433850500765,F,1.962,-0.54,Y
M,29.125758653528234,F,1.423,-0.476,Y
M,33.51079962566182,E,1.889,-0.652,Y
F,42.41342807942073,F,-1.17,-0.453,Y
F,43.57804687323394,F,-2.799,-1.24,Y
F,45.54156178831451,F,-0.223,-0.482,Y
M,28.171351580066954,E,1.462,1.909,Y
M,32.27205023483409,E,0.594,-0.831,Y
F,42.510947609945624,E,-1.383,-0.56,Y
F,45.592811858913876,F,-1.427,-0.338,N
F,41.8845418636636,E,-0.725,1.214,Y
F,47.97099665495619,F,-0.637,-0.673,N
M,25.736200081700154,F,2.302,1.874,Y
F,49.11971463347253,F,0.006,0.562,Y
F,46.89406632729547,F,1.426,1.285,Y
M,31.241833843334767,E,1.083,-0.761,Y
F,41.78223824058473,F,0.566,0.608,N
F,47.483383624413236,E,0.933,0.526,N
F,43.59948327925659,E,-0.392,-0.361,Y
M,33.81628466664942,E,0.088,-0.02,Y
M,33.938074983242274,F,1.423,-0.018,Y
M,30.71418731735885,E,1.729,2.726,N
F,48.709142455694604,E,-0.682,0.1,Y
M,28.815657597881668,E,2.112,0.087,N
F,44.67953686960493,F,-0.973,0.425,Y
F,47.33069073598794,E,-0.317,-0.257,Y
M,30.725118818233607,F,2.03,0.4,N
M,28.261878733658378,E,-0.983,0.578,N
F,46.273314780592784,E,-0.126,0.529,N
M,35.48682351661832,E,1.096,1.186,Y
M,32.677264568027404,E,0.797,1.57,Y
F,50.13659760512121,E,-0.85,0.626,N
F,45.685549215674044,F,0.73,-1.322,N
F,45.13921799994557,F,2.066,-0.372,Y
M,29.638277449565464,F,0.245,-0.742,Y
F,38.310165727880445,F,-0.065,1.005,Y
M,25.741574273254983,E,0.667,0.252,Y
M,31.08076582955137,E,1.627,-2.245,Y
M,33.27842894524422,E,1.043,0.736,N
M,29.858165349280622,F,0.856,-0.744,Y
M,30.486020427646874,F,0.254,0.256,Y
F,44.62744463015287,E,0.273,-2.111,Y
F,45.2978984133561,E,-0.109,1.489,Y
F,44.10179784974722,F,0.251,-0.132,Y
F,42.18344331312221,F,-1.071,0.094,Y
M,33.29366004735833,F,1.172,0.358,N
M,28.901247527168564,E,1.516,1.354,Y
F,50.604160897128864,E,2.059,-0.528,Y
F,42.79343278081089,F,0.945,0.092,Y
F,42.93396744088166,E,0.712,1.117,N
M,30.855894004309356,E,1.13,-0.113,Y
M,31.44802230891635,E,0.423,1.383,Y
M,31.603464036661194,E,0.314,-0.345,N
F,45.81052714004631,E,-0.381,-0.063,Y
M,33.28329151991954,E,1.359,-0.64,Y
F,38.302603987730265,E,-0.612,-0.677,Y
M,30.43547486193026,F,-0.057,0.02,N
M,30.066338349876727,E,0.378,-1.356,N
M,33.14570848556724,F,1.096,-1.773,Y
M,29.879021092609214,E,0.744,-1.319,N
M,30.746503571305112,F,1.293,-0.891,Y
F,39.6833791353946,F,-0.323,0.638,N
F,46.48941648845216,E,-0.592,-1.916,Y
M,35.84637846586436,E,1.967,-0.675,Y
F,48.59331678507238,E,-0.583,-2.33,N
M,32.148515855113104,E,1.78,-0.073,Y
M,35.19629560476729,E,1.005,2.634,N
M,31.053390359104633,F,0.408,-0.145,N
F,46.53300992294032,E,-0.943,0.947,N
M,29.24952910129871,E,1.753,0.127,Y
M,32.70780357226027,F,1.81,0.593,Y
F,42.23997309060289,F,0.605,0.253,Y
M,21.22569707714272,F,0.592,-0.791,Y
M,22.549757075682674,F,0.758,-0.109,Y
M,29.354797108174203,F,0.99,-0.018,Y
M,24.389238148210303,E,0.138,1.788,N
F,51.193245940064244,E,0.873,-0.764,Y
F,47.508677141536005,F,-0.518,-0.363,N
M,32.03946544708581,F,0.369,0.735,Y
F,49.61321234546732,E,0.677,-1.934,Y
M,29.846687868335522,E,0.763,0.988,N
M,26.775818122270557,E,0.578,-1.236,Y
M,30.824677246986937,F,1.806,0.31,Y
M,31.158762230102532,F,1.075,-1.317,N
M,26.171326118663536,F,0.227,-1.232,Y
F,38.68886263859317,F,-0.002,1.425,Y
F,43.68748435631395,F,-0.899,0.06,N
M,34.96398914400433,F,1.421,0.472,Y
M,36.23342997844453,E,0.865,2.325,Y
M,34.89432080507061,E,1.673,0.351,Y
F,45.07847335957914,E,-1.653,0.436,N
M,27.784427785127612,E,1.337,-0.227,Y
M,32.00223266181648,E,1.19,-2.074,Y
F,46.87089614213073,F,1.086,2.104,N
F,45.17969735480762,F,1.778,0.626,N
F,45.52550219808944,E,1.685,2.018,Y
M,30.88978228642994,E,0.58,-0.419,Y
F,48.436148631504864,E,-1.247,0.114,Y
M,26.800272862389534,E,-0.05,1.649,N
M,29.72805244074382,F,-0.18,0.542,N
M,27.58562205543023,F,1.571,0.412,N
M,36.65132604338146,E,1.425,1.884,N
F,46.06600733759094,E,-0.153,-0.111,Y
M,26.5196089633637,F,0.679,-0.474,Y
F,40.68163734849496,E,0.84,-0.112,Y
F,42.329863773277566,F,0.021,0.327,Y
F,48.661259984519475,F,-0.658,1.085,Y
F,43.02635824024885,F,1.583,-0.767,Y
M,24.14037139979632,E,1.253,-0.391,Y
M,27.87953708832812,F,1.035,0.771,N
M,29.00556517333524,E,1.226,0.96,N
M,29.37736357925897,E,0.931,-0.626,Y
F,44.282158750251895,F,-0.25,0.424,Y
F,44.50085371800489,E,0.797,0.229,N
M,23.60536627083017,E,0.484,-0.542,Y
F,44.625122816751954,E,0.053,-1.326,N
M,31.340128556882753,F,1.926,1.479,Y
F,44.6859588966348,E,0.338,-0.517,Y
M,34.1657711848939,F,0.669,-1.842,Y
F,45.611896799988834,F,0.51,-0.953,Y
M,20.68408831046464,E,1.281,-0.539,Y
F,44.537857704473616,F,2.762,0.548,N
M,30.83847111575723,E,2.982,-1.314,Y
M,27.340334452141157,F,0.358,1.282,Y
M,24.584947719650103,F,1.018,-0.845,Y
M,30.1703872045352,E,0.525,1.778,Y
M,30.147635508023892,F,0.273,0.289,N
F,45.25306664443984,E,0.591,-0.674,Y
F,39.45985139416461,F,0.136,-0.298,N
M,30.940876648133052,E,1.038,0.389,Y
M,34.429659115083794,F,0.515,0.046,Y
F,42.01060252458424,F,0.226,-0.716,Y
F,46.88848517987158,E,-1.783,0.134,N
F,41.55347109166357,E,-0.456,-1.811,Y
F,42.66610581392864,E,0.429,0.914,Y
F,43.683120058284544,F,1.162,0.066,Y
M,26.202579073841203,F,0.663,-1.265,Y
F,43.066010804117624,F,-0.195,0.294,Y
F,44.54342314443388,F,0.258,0.205,Y
F,48.67361325280449,F,0.948,-0.062,Y
F,48.69567625027483,E,-1.286,1.067,Y
F,49.08573791230329,F,-0.176,0.647,N
F,49.552567718863536,E,-0.108,0.474,N
F,49.240045572132125,F,0.973,-2.385,N
M,31.365453420391187,F,2.611,0.177,N
F,40.69174726064551,F,-0.762,-0.892,N
M,27.571229717210077,F,0.935,0.336,Y
F,46.76140293720088,E,-0.449,0.976,Y
M,31.497198969435782,F,0.888,1.112,Y
F,48.5972148197502,E,0.394,-1.605,Y
M,31.693269193306204,F,-0.305,0.332,N
F,46.406219770941654,F,2.914,-0.536,Y
M,31.729086983000983,F,0.574,-0.409,N
M,29.608194715142176,F,0.543,-0.116,N
F,42.83329656458166,F,-1.15,-0.91,Y
M,36.84684031320098,F,1.18,-1.391,Y
F,43.618506482877066,E,-0.158,-0.641,N
F,45.263058908814216,F,0.401,-0.717,N
M,30.06268302587634,F,0.279,0.231,Y
M,31.4024951120678,F,-0.104,0.984,Y
F,39.67929152521207,F,-0.818,-0.731,N
M,29.571491220620945,E,1.083,-0.734,Y
M,24.820265801155987,E,0.912,0.107,Y
M,29.120272159732558,F,0.894,0.16,Y
F,44.081385419781746,E,-1.549,-0.265,Y
F,47.74833649448715,E,0.564,-0.679,Y
F,45.917687085237944,F,0.491,-0.191,N
F,49.813970017216384,E,-1.476,1.471,N
F,40.750848921560696,F,-0.061,-0.944,Y
F,46.54805029879407,F,-0.797,1.628,N
M,27.940885448113203,F,0.781,-0.915,Y
M,28.88599216439366,E,-0.024,-0.346,Y
M,27.46670795220045,E,0.968,0.026,Y
F,43.9086620577993,F,-0.7,1.219,N
F,44.481576967053044,F,0.989,0.978,Y
M,31.95520526286605,E,1.051,-0.946,Y
F,42.37442282732604,E,0.528,0.214,Y
M,29.692633245769187,E,1.136,-1.134,Y
M,30.499051304393163,F,0.988,0.697,N
M,34.883685656881504,E,1.449,-1.013,N
M,34.25828670849194,E,1.916,-1.608,Y
F,41.494036867854355,F,0.63,-1.211,Y
F,50.40645144522593,E,0.588,-0.795,Y
F,44.41447710817304,E,0.271,-0.915,N
M,29.77974090420256,F,-0.196,-1.594,Y
M,32.767248276537224,E,2.745,0.23,Y
F,38.50035531366831,E,-2.315,-1.004,Y
F,42.240613152591465,E,0.786,0.538,N
M,31.908930681925614,F,1.815,0.309,Y
M,35.79439921289289,E,1.038,0.004,N
F,41.34037746834662,E,-0.703,0.503,N
F,44.23728058150205,F,2.658,0.475,N
F,47.20256176582098,F,-1.336,0.098,Y
F,46.92444797948616,E,0.445,1.331,Y
F,42.95762972306305,F,-0.087,-0.495,N
F,45.32039522955654,E,0.894,-2.656,Y
M,26.764748340972123,E,2.25,-0.903,Y
M,27.204116915690598,E,0.33,0.832,Y
M,31.9394841845145,F,1.508,-2.574,Y
F,48.69565407992128,F,-0.935,-1.128,Y
F,44.42181963206011,E,-0.827,-0.04,Y
F,45.37295690229248,E,0.886,-1.394,Y
M,32.00418802512706,F,-0.156,-1.009,N
F,46.55007856456768,F,-0.982,-1.096,Y
M,27.086450930922197,E,1.19,1.21,N
M,33.56790012309777,E,1.947,1.303,N
M,25.586278389628227,E,1.034,0.001,Y
M,27.044770462225046,E,0.76,-0.23,N
F,49.590674865323635,F,0.75,-0.787,Y
F,43.97035742792622,F,0.323,1.19,N
M,24.38817053178451,F,2.873,-1.79,Y
F,48.76878953992603,F,0.31,0.629,Y
F,40.93698655587308,E,0.813,0.221,Y
M,23.60144093788518,E,0.175,0.183,Y
M,31.977603087964194,F,1.657,-1.484,N
F,46.81977414047014,F,0.342,-0.651,N
M,33.32844493340084,F,1.282,0.623,N
M,25.417660584464798,E,0.503,-0.834,Y
F,43.386838129755084,F,-0.084,0.282,Y
F,43.307463961412424,F,2.15,0.389,Y
M,29.53777930296997,E,1.224,1.09,Y
M,31.322644964663006,F,0.671,1.877,N
M,27.40816217448644,E,0.263,0.808,Y
M,29.077449419763123,E,1.418,0.151,Y
F,45.42936438364487,E,-0.348,0.869,Y
F,40.47228913287119,F,-0.016,0.399,N
F,46.81183822614926,E,-0.114,0.512,Y
M,33.457162337394905,F,-0.142,-0.064,Y
F,48.16206698602274,F,0.034,1.141,Y
F,47.987780036347644,F,-0.814,0.916,N
F,41.503499173648635,F,-1.958,0.468,N
F,48.9187316546687,F,1.829,-0.568,Y
F,45.18698749473588,F,-1.558,-1.627,Y
M,34.71105248266112,E,2.537,-0.673,N
F,50.07902367862923,F,-0.747,0.99,N
M,27.857437579451663,E,-0.222,-0.134,N
F,43.706423699813264,E,0.793,-0.402,Y
M,31.08305941952306,E,0.632,-0.51,Y
M,27.086871005600806,F,1.125,0.438,Y
M,25.744347825072786,F,1.502,0.137,Y
M,26.73571001089328,F,2.395,2.352,N
M,30.94427333647216,E,2.14,0.231,N
M,27.363059636688206,E,2.182,0.461,Y
M,29.933471820230352,E,0.796,-0.671,Y
M,34.81780221269925,E,1.67,-0.951,Y
M,30.358264621030344,F,-0.404,0.699,N
F,41.45354658895301,F,0.637,1.149,N
M,30.785319826485708,E,0.376,-1.378,Y
F,46.929646268702946,F,-1.061,-0.16,Y
F,45.54433186499336,E,0.646,0.264,Y
F,41.0588817732563,E,-0.914,-0.193,Y
M,25.541607063467996,E,1.148,0.826,Y
M,29.978223470888466,E,2.209,-1.298,Y
F,47.14575079816756,F,-0.382,-0.86,N
M,33.45734612267785,F,-0.11,-0.64,N
F,45.09730398482699,F,-1.826,1.678,N
F,42.36571417297775,E,0.396,-1.913,Y
M,30.269659510474373,E,0.905,1.346,N
F,39.76073413165183,E,-1.369,-1.043,N
F,45.270424778730295,E,-1.342,0.324,Y
M,26.657489591553844,E,0.949,-0.172,N
M,31.048060862412715,F,1.481,1.457,N
M,27.74719339940464,E,1.177,-1.043,N
F,40.932145209245206,F,-0.707,-1.507,Y
M,29.716926572286656,F,2.098,0.09,Y
M,29.803096076897468,E,1.386,-1.226,Y
F,46.56891360443602,E,-0.198,-0.62,N
F,45.32076134044152,F,0.463,-0.857,Y
F,40.65058928596066,E,-0.376,0.204,N
M,34.29377885359668,F,0.213,0.264,Y
F,44.77698920015595,F,-0.256,-0.846,N
F,38.581708843319475,F,0.024,0.249,Y
F,41.60992507907005,F,-0.635,1.005,Y
F,46.61781216316557,F,-0.638,0.449,Y
M,33.362047472983335,E,1.482,-0.03,Y
M,26.62885793289547,E,0.677,0.229,Y
M,25.40398050704508,F,1.888,-0.128,Y
F,44.081311645753004,E,-0.453,0.337,Y
M,30.87849096999534,E,-0.238,0.163,N
M,35.99108825324305,F,0.645,-0.652,Y
M,32.17192470133938,F,0.838,0.771,Y
F,46.73044765637811,F,-0.192,0.348,Y
F,38.90300846572107,E,-0.473,-0.053,Y
M,28.72498056707645,F,0.841,-0.009,N
F,43.10600652035005,E,-0.821,1.669,N
M,29.34824777961468,E,1.394,1.698,N
M,32.61117139283954,F,1.147,-0.121,N
F,48.00613268009143,E,1.323,-0.807,Y
M,26.416828554361633,F,1.601,-0.144,Y
F,46.56974569684997,F,0.339,0.637,N
M,31.723883508087056,F,0.588,-1.304,Y
M,34.081485316743965,F,2.438,-1.813,N
F,40.16714149742629,E,1.04,-0.179,Y
M,27.393649036429185,F,1.876,0.469,Y
M,29.947313900925717,E,1.733,-2.492,Y
M,30.106207138453282,F,0.597,-1.849,Y
M,37.08631133358326,F,0.557,-0.558,N
M,31.496795445379956,E,0.833,1.34,N
F,42.56607800558843,F,-0.366,1.067,Y
M,27.364007588679794,E,0.372,-1.559,Y
F,40.36666822918718,E,-1.67,-0.923,Y
F,47.96937704727217,F,1.549,0.949,N
M,35.914212901093514,E,1.022,0.444,N
F,45.064046418350884,F,-0.722,0.283,N
F,43.54795644763861,E,-1.242,-0.195,Y
F,45.89511807638561,F,-0.039,0.002,Y
F,52.0732827971471,F,0.314,-0.191,N
M,25.56350993311695,F,0.285,-0.115,Y
M,29.511273932735858,F,1.561,1.941,Y
M,30.728275083290328,E,1.275,1.086,Y
M,29.419007064380786,F,1.165,-0.954,N
M,27.424305901755456,E,1.428,-0.862,Y
F,44.93104374122566,F,0.862,-0.466,Y
M,30.29495434568194,E,1.884,-1.779,Y
F,48.31014910808386,F,0.391,-0.501,Y
F,47.48765640003607,F,-0.52,-0.678,N
M,31.402770738457292,E,0.924,0.736,N
F,44.76172481597154,E,0.858,-1.797,N
F,46.00038976603825,F,-0.763,1.56,Y
F,52.15643162939068,F,-1.521,1.237,N
M,24.967838341829527,F,1.946,-0.087,Y
F,40.858067455073005,E,-1.615,-0.679,N
M,27.305402240115615,F,0.831,0.338,N
M,36.52922407136636,F,0.918,0.893,N
F,45.920651433660105,F,0.187,-0.242,N
F,41.84660790710612,F,-0.993,0.849,N
M,21.574431998429706,E,-0.236,-1.229,N
M,30.416262692777618,E,0.356,-0.269,Y
M,27.47483639546858,F,0.806,-0.137,Y
F,45.41297168090367,F,-0.838,0.059,N
M,29.347113036639687,E,1.046,-1.716,Y
M,34.0223408238558,F,0.523,-0.581,N
M,31.6086567722584,F,1.877,-0.994,Y
M,30.807896571060766,F,0.012,-0.265,N
F,47.04990852385996,E,0.555,0.464,Y
F,47.41809277162116,F,-0.235,0.756,Y
M,27.870467831808682,F,-0.062,-0.709,Y
M,30.853816431649896,E,0.711,0.101,N
M,30.176841381012938,E,0.509,1.106,N
F,41.73258172381462,F,0.621,0.633,N
F,43.67025125492062,E,1.037,0.294,N
F,41.90821191755425,F,0.807,0.27,N
F,49.50281924623636,F,-0.926,1.708,N
F,41.1896633050847,F,-0.324,0.917,N
F,48.50640998138653,F,0.364,1.429,Y
M,35.22014480920474,E,0.221,0.335,N
M,30.869302629469964,E,1.517,-0.688,Y
M,26.395244611772508,E,1.629,1.544,N
M,28.151251513801505,E,1.105,0.822,Y
M,28.687476451498117,E,0.247,-0.407,Y
M,30.467012106385187,F,-0.001,0.701,N
M,27.53880374890427,F,0.363,0.194,N
M,33.14271010456387,F,0.701,0.019,Y
M,31.10646204125091,F,1.173,-2.378,Y
M,26.212663347526355,F,0.602,-0.306,N
M,31.45104792228857,E,0.657,0.221,N
F,43.93515015432431,F,-0.34,0.966,N
M,28.445626846909512,F,3.092,1.061,N
M,29.07098110557559,E,0.938,-1.125,Y
M,32.46681261152655,F,1.417,-1.869,Y
F,41.423918700328535,E,-0.282,0.797,N
M,32.44327477470201,E,0.659,-0.167,Y
F,46.26065833521239,F,-0.052,0.893,Y
M,31.59055163228809,E,0.491,0.55,N
F,50.30082738793291,F,0.809,-2.281,Y
M,31.48929683815639,E,1.499,-0.058,Y
F,51.443767393375616,F,1.357,-1.548,N
M,27.746009709037914,E,3.193,0.896,Y
M,29.559510103969764,F,2.708,2.7,N
M,26.867346598233098,F,1.956,-0.242,Y
M,29.06536072758831,E,-0.421,-0.006,N
M,30.926918031248157,E,0.94,-2.782,N
F,49.108711098818624,F,0.908,-0.835,Y
M,35.68273198478645,F,0.095,0.511,N
M,31.33116860384534,E,0.384,0.232,Y
M,33.11966895746317,E,0.931,-0.235,Y
M,27.069954750366406,F,0.645,-1.157,Y
M,31.706209353848813,E,0.756,-0.992,Y
F,44.174049868288506,E,0.719,-1.809,Y
M,29.79788741608236,E,1.118,-0.561,N
F,44.746704229579024,E,0.55,-0.529,N
M,31.606345648232235,E,1.624,1.194,N
F,45.82292263199724,E,-0.987,1.485,N
M,28.689671877718748,F,0.646,0.342,N
M,27.019866950007085,E,1.296,1.39,N
M,32.13167761352766,E,2.481,0.822,Y
M,28.754949599647887,E,1.72,1.364,N
F,41.63858719013631,F,-0.942,0.225,Y
F,46.87713289888496,F,2.136,-0.51,Y
M,27.938352706882096,F,0.91,0.365,Y
M,33.71820015255873,E,0.881,-1.956,N
F,42.74083635368562,F,0.156,-0.873,Y
F,44.651304907661775,F,0.269,0.07,Y
M,28.797312535129883,E,1.008,-0.238,Y
M,25.719470259671642,E,1.485,-1.738,N
M,27.348505094166427,E,0.78,-1.04,N
F,39.21094662558605,F,-0.608,-0.822,N
M,24.92264634774881,F,1.734,0.393,Y
F,45.72009885943475,E,0.358,0.134,Y
M,28.4027518855998,E,0.93,0.166,N
F,43.61593877148592,F,-0.1,-0.244,Y
M,25.633152702000643,F,1.079,-0.595,Y
M,27.14363488967041,F,1.68,0.106,Y
F,47.92125794381961,E,-1.687,-0.425,Y
F,46.69884508198571,E,-1.77,-2.024,N
F,45.90777726603734,E,-0.531,0.275,N
M,25.20818766320332,E,0.859,-0.07,Y
M,24.85838618173829,F,0.858,0.329,N
F,44.85721448683488,F,1.097,1.006,N
M,30.705200538032873,F,1.134,0.441,N
F,42.65395060005988,E,0.766,-0.692,Y
F,43.720831165632944,E,0.696,0.237,N
F,44.64069263818665,E,-0.09,-0.565,Y
F,50.33790036254351,E,0.476,1.894,N
F,41.96887723625551,F,0.5,1.278,N
F,45.14301348387941,E,0.31,0.79,Y
F,40.53033666474384,E,-0.252,-1.692,Y
M,35.02379800920611,F,1.019,0.969,Y
M,22.81541304963811,E,1.505,1.371,Y
M,27.29615260982651,F,-0.049,-0.144,Y
M,22.453329242064505,F,2.269,0.503,Y
F,43.51376598933447,F,-0.228,-0.228,Y
F,40.47030686338325,E,1.596,0.154,N
F,45.7864010790242,F,1.715,1.872,N
M,26.119782209216886,F,0.907,2.154,N
F,42.82297753085647,E,-0.367,0.007,N
M,24.100962716918414,E,1.56,0.2,N
M,26.095056630569406,F,0.783,0.261,Y
F,46.33442207762634,E,-0.877,-0.128,Y
M,28.867528500991845,E,1.964,-0.299,Y
F,43.97598304469773,F,0.61,-0.364,Y
M,32.47707189011653,F,1.026,-1.37,Y
F,44.39265272322705,F,1.08,0.77,Y
F,47.278391759443686,E,-1.574,-0.517,N
M,29.45931745449435,E,2.301,0.08,N
F,52.55096913089672,E,-0.167,1.016,Y
M,29.25042704563758,E,0.95,-0.152,Y
M,32.92576023879145,E,1.929,-1.425,Y
F,46.52503526141365,E,0.159,1.071,N
F,47.04021180374356,E,0.79,0.939,N
M,28.098598953726672,F,-0.045,1.373,Y
M,33.38178511603276,E,0.8,-0.584,N
F,44.38118347982836,F,1.215,-0.292,Y
F,42.28754559650487,E,-0.097,-1.207,Y
F,46.53824467196555,F,-2.249,-1.047,Y
M,29.333693474167866,F,0.911,0.008,Y
F,47.11292524325334,F,0.138,-0.097,Y
M,27.331857306411294,F,0.469,0.78,N
F,48.932458610255566,F,-1.787,0.221,N
M,31.935745264426256,E,0.914,0.073,Y
M,28.304273626583218,F,1.296,-1.485,Y
M,22.45015001744901,E,1.235,0.462,Y
F,42.694226083278245,F,-0.142,1.549,N
F,47.13967924331196,F,0.599,2.532,Y
F,46.04674301748233,F,1.815,-0.036,Y
M,37.96397052662251,E,0.789,0.173,Y
F,42.02199269766465,F,0.119,1.857,N
F,46.23596066523929,F,1.756,-1.505,N
F,41.90225743089936,F,-0.089,0.915,Y
M,31.393126183882394,E,0.419,-1.246,Y
F,50.33202361759999,F,-1.498,-0.657,N
M,27.208707568342756,E,2.104,0.858,Y
F,43.846986740693815,E,-0.721,-0.145,N
M,23.245540969033488,E,1.698,-1.488,Y
F,42.18682539112316,F,0.8,0.023,Y
M,27.181433591841056,E,1.263,0.631,Y
F,50.882580220482154,F,-0.151,1.871,N
F,44.70770866366303,F,-1.473,0.519,N
M,22.030431133308788,F,2.449,0.986,N
M,28.419968710008952,E,0.65,1.246,N
M,27.673532955919587,F,1.809,0.117,N
M,39.558627822837714,E,0.597,0.926,N
F,44.121091270985666,F,-1.406,-0.975,N
F,42.114133719524276,F,0.642,-1.209,Y
F,43.346192605403175,E,-1.822,-0.439,Y
M,29.00980631650441,F,0.132,-0.308,N
F,41.434531048276746,E,-1.037,-0.088,Y
F,48.397352254480744,F,1.672,-0.772,Y
F,43.20811032856722,F,0.387,1.812,N
M,30.981852553504883,F,0.486,1.528,N
F,47.119346297547686,F,0.504,-0.864,N
F,39.76054183880268,E,-0.125,0.746,N
M,25.694685581746594,E,1.04,0.299,Y
F,44.01620243339502,E,-0.053,-1.195,Y
M,30.505447875951493,E,1.928,-0.361,N
F,44.02655179087513,F,0.334,0.707,Y
F,45.593566167177634,E,0.483,1.83,Y
M,35.089127342558434,E,2.252,0.534,Y
F,48.93520882969916,F,0.159,0.826,N
F,44.123858178739965,F,1.527,1.766,N
F,45.8700521986175,E,1.278,1.268,N
M,28.90360142991134,F,0.506,0.183,N
F,42.81253697945105,F,1.075,0.029,Y
F,46.66270718303832,F,0.437,0.861,Y
F,47.431786333593806,F,-0.491,-1.529,Y
M,31.061670607251344,E,0.097,-0.152,Y
F,45.482069417398606,F,-1.548,-0.671,Y
F,50.35019409073539,F,0.11,-0.335,N
F,45.996950921944915,F,0.455,0.085,N
M,26.645517546378354,F,1.296,2.355,N
F,47.09015109098542,F,3.515,1.007,N
F,46.0565520877222,E,1.379,0.342,Y
M,26.706224206245505,E,1.868,-0.538,Y
M,32.74716101039035,F,0.45,-0.164,Y
F,47.70203423458765,E,0.139,-1.36,Y
F,45.36533384538694,F,-0.985,0.29,N
M,31.069347605672682,E,-0.527,0.666,N
F,49.09254256878595,F,1.476,0.768,Y
M,29.291063522165693,F,1.741,0.661,Y
M,31.75613670742215,E,0.835,-0.1,N
F,47.75106630147608,F,0.426,-0.602,N
F,48.83673342408939,E,1.651,-0.212,N
M,30.325483206340195,F,0.561,-1.559,Y
M,25.171306136819666,E,0.08,-0.331,Y
M,30.536616640192538,E,1.631,-0.35,Y
F,43.80677514461761,F,-1.838,0.075,Y
F,44.504503071979634,F,1.648,-0.325,Y
M,27.4058802017912,E,2.057,-0.87,Y
M,28.132133440317187,E,0.805,1.968,Y
F,43.189156514716935,E,-0.408,0.842,N
M,35.39399180292702,E,-0.24,-0.386,N
M,33.37130884564802,E,0.39,-0.812,N
M,27.21454543590498,F,0.755,0.775,Y
M,36.242499538853004,E,0.232,-0.333,Y
F,40.14537360511759,F,-1.044,0.547,N
F,45.177074927970665,F,0.705,-0.142,N
M,29.673263574831438,F,0.575,0.719,Y
F,45.82596975652518,F,-0.52,0.491,Y
F,50.28604406579556,F,-0.442,-0.188,Y
M,31.973942399961153,E,0.051,0.214,N
M,26.857163569414567,E,0.92,1.325,N
M,29.702976723725484,E,0.872,-1.248,N
M,27.831262734756162,F,0.69,2.008,N
F,46.16227208129255,F,1.202,0.595,N
M,29.370071171205563,E,0.61,-0.208,Y
M,31.92392346914311,E,2.048,-1.597,N
F,40.222852258273896,E,-0.192,-0.274,N
M,31.71229693645247,E,0.077,1.329,Y
M,25.009762886765124,E,1.601,-0.797,N
F,49.379658555245555,F,0.334,1.42,Y
F,40.59723907113937,E,-0.478,-1.14,N
M,30.525610841604,E,0.477,-0.014,Y
F,48.77551644513491,F,-0.187,-1.52,Y
M,30.338061125944556,E,1.702,1.19,N
F,45.11005992510381,F,0.176,0.316,Y
F,40.88241840162028,F,1.183,-3.06,Y
M,27.664538677404263,F,1.402,0.124,Y
F,41.928002784841205,E,-1.584,0.967,N
F,44.605692465690325,F,0.15,-0.281,N
M,26.01567363327866,E,1.467,-2.081,Y
M,28.2001572919961,F,0.984,-0.373,Y
F,45.2887246324646,E,-0.119,-0.14,N
F,43.86107983569868,E,-0.134,-0.527,Y
F,40.92522115423225,E,-1.039,0.126,Y
F,42.81062146318645,F,1.712,-0.435,N
M,30.069137817097932,E,0.97,-0.292,Y
F,48.630766920413514,F,-0.392,-1.175,Y
M,31.011869169781285,F,1.369,-0.131,N
F,46.963212902161295,F,-0.872,1.144,Y
F,45.45454136014061,E,1.071,0.112,Y
M,29.888800257519513,E,0.813,0.36,Y
F,44.341936072522934,E,-0.471,-1.072,Y
M,27.470481774813727,E,2.066,-0.229,Y
M,29.954738703700155,E,1.019,0.156,Y
F,50.91374069814255,F,-0.879,-0.637,N
F,42.24071879607399,E,0.24,-1.279,Y
M,36.058305518122175,E,0.305,0.078,Y
F,43.3209895680643,F,1.285,0.078,Y
M,31.60455043513047,E,1.852,1.4,Y
F,44.35145972711581,F,-0.268,-0.61,Y
M,35.800381614644344,E,0.957,0.418,N
M,34.40213447266703,F,0.916,0.401,Y
F,48.90008943597592,E,0.194,-0.533,Y
M,29.713987452072473,E,1.429,2.396,N
M,24.906451400139396,E,0.296,0.181,N
M,26.157597455167632,E,1.096,-0.88,Y
M,35.12709768518716,E,0.626,-0.467,Y
F,49.266067674402706,F,-1.48,-0.369,N
F,41.20373373127196,F,-0.321,-2.86,N
F,46.29281593514387,E,-0.043,-0.659,N
F,50.18031089254445,F,1.34,-0.266,Y
M,29.893395244592686,E,0.597,-0.337,Y
M,23.2595482050494,F,0.886,-1.928,N
M,27.89253852760803,E,2.583,-1.586,Y
M,28.908414194354716,E,0.712,1.056,Y
M,28.147139296553974,F,1.78,-1.341,Y
M,27.687598367702964,E,1.626,0.398,N
M,27.216437435387192,E,1.302,-0.294,Y
F,48.39446800785702,F,-0.031,-0.571,N
F,44.27386299296297,F,-0.361,-0.007,N
M,26.370685850800577,E,1.537,-0.642,Y
F,45.2383093944019,E,-0.789,-0.479,N
